 tweet,label
 knew bhupen da greatly impressed fact obtained doctorate journalism columbia university 1952 ,LER
 bhupen hazarika painful sound music ,LER
 live telecast nalgonda meeting ,LER
 prevent blockades future ,LER
 country economic blockade country wrong unjustified ,LER
 requested effective steps lifting blockade ,LER
 met prime minister regard 21st october expressed concern ,LER
 happy know 92 day long economic blockade manipur come end longest economic blockade ,LER
   ,LER
 sardar patel jayanti today india remembers iron man gratitude ,LER
 overwhelmed manner hindi newspapers hv paid tribute shrilal shukla ji articles cover aspects persona ,LER
 articles younger generation know great writings english papers written ,LER
   ,LER
   ,LER
   ,LER
   ,LER
 departure irreparable loss hindi literature ,LER
 sorry know sad demise shrilal shukla ji great hindi writer book raag darbari relevant today ,LER
   ,LER
   ,LER
 best wishes bhaiyya dooj ,LER
 vishwakarma jayanti 17th september industrial units north closed today day diwali vishwakarma pooja ,LER
 day honour technical manpower backbone country infrastructure ,LER
 today vishwakarma pooja god artisans architecture ,LER
 preparing annakoot prasad today 12 noon offer prasad lord krishna shree krishnay namah ,LER
 day lord krishna saved people braj wrath indra god rain lifting giriraj mountain little finger ,LER
 govrdhan pooja today ,LER
   ,LER
   ,LER
 conveyed colleagues jail party firmly rest till guilty punished ,LER
 met faggan singh kulaste mahavir bhagora sudheendra kulkarni jail today ravi shankar prasad bhupendra yadav ,LER
 going meet faggan singh kulaste mahavir bhagora sudheendra kulkarni tihar jail today pm ,LER
 sure relations countries stronger stronger ,LER
 remain grateful great gesture ,LER
 forget king iv bhutan alongwith son personally fought ulfa insurgents ,LER
 india relations bhutan centuries old ,LER
 majesty visit india royal wedding ,LER
 called king queen bhutan delhi today ,LER
 special appreciation bhanu bharti director uttra baokar played gandhari teekam joshi played ashwathama ,LER
 outstanding presentation script powerful ambience direction acting superb ,LER
 daughter watched hindi play andha yug written late shri dharam veer bharti ferozeshah kotla delhi today ,LER
 told strong stable nepal wished success nepal efforts peace adoption constitution ,LER
 called prime minister nepal today evening ,LER
 provide healing touch suffering people ,LER
 demanded party delegation leadership visit manipur assess ground situation ,LER
 met prime minister morning ,LER
 calling prime minister nepal today evening ,LER
 shri nitin gadkari arun jaitley alongwith manipur bjp leaders meeting prime minister today 11 30am removal economic blockade ,LER
 constituency 16th october ,LER
 bjp hjc alliance continue future ,LER
 electing joint candidate shri kuldeep bishnoi ,LER
 bhopal touring madhya pradesh ,LER
 atal rahe ahivat sowbhagya tumhara jab tak gang jamun jaldhara goswami tulsidas ji ramchrit manas ,LER
 karva chauth ki shubh kamnayein ,LER
   ,LER
   ,LER
 heartiest congratulations majesty jigme khesar namgyel wangchuck king bhutan queen jetsun pema wedding today ,LER
 mathura launch janswabhiman yatra shri rajnath singhji ,LER
 thanked president support ,LER
 president reiterated country support india claim permanent seat united nations security council ,LER
 vietnam special place hearts indian people ,LER
 discussed matters mutual ,LER
 called excellency mr truong tan sang president socialist republic vietnam delhi today ,LER
 president vietnam afternoon ,LER
 going delhi important meetings lined ,LER
 attended press conference patna ,LER
 best ,LER
 seen doctor bp 130 80 oxygen level 97 ,LER
 airconditioner released diesel fumes enclosed bus leading suffocation ,LER
 rediff news totally incorrect hospitalisation doctor hotel room ,LER
 fine patna problem airconditioning leading suffocation ,LER
 reached patna ,LER
 leaving sitabdiara ,LER
 11th october valmiki jayanti today respects maharishi rachaiyata author ramayana ,LER
 practice continued women float earthern lamps sea day ,LER
 women float earthern lamps sea safe return men ,LER
 eastern india particularly odisha seafarers used set sail sharad purnima ,LER
 sharad purnima today lord shower amrit house ,LER
   ,LER
 ghazal maestro jagjit singh songs lives terrible loss ,LER
 hissar haryana public rally support hjc bjp candidate ,LER
 rest peace mr steve jobs entrepreneur inventor par excellence ,LER
 auspicious occasion vijaydashmi sincerely pray country victorious battle corruption terrorism ,LER
 shubh vijaydashmi humaara rashtra bhrashtachaar aur aatankvaad jaisi buraiyoein par vijay prapt kare ,LER
 ya devi sarva bhutesu kanya rupena samsthita namestasyai ii namestasyai ii namestasyai ii namo namah ii ,LER
 happy durga ashtami ,LER
 ya devi sarva bhutesu shakti rupena samsthita namestasyai ii namestasyai ii namestasyai ii namo namah ii ,LER
 demand government bring purpose lend support passed ,LER
 reiterated stand favor creation separate telangana state ,LER
 members joint action committee telangana met shri kcr president trs shri vidya sagar leader bjp ,LER
 mandla mp home town shri faggan singh kulaste ,LER
 addressing massive rally shri shiv raj chauhan mandla mp protest arrest sudheendra kulkarni bhagora kulaste ,LER
 sudheendra kulkarni sent jail today ,LER
 jinhonen rishwat di wo sarkar mein jinhonen rishwat ka pardafaash kiya wo jail mein raj ka yahi insaaf hai ,LER
 aaj sudhendra kulkarni ko jail bhej diya gaya ,LER
 shri arun jaitley hold joint press conference tomorrow 12 noon bjp hqs 11 ashok road new delhi ,LER
 performed shraddh father mother law fortunate blessings ,LER
 sarvapittra amavasya today day remember elders ,LER
 attending rajbala funeral village distt sonepat haryana tomorrow ,LER
 explain nation ,LER
 hon ble minister kapil sibal claimed single lathi used injured ramlila maidan ,LER
 sad commentary police functioning ,LER
 battling life death 15 weeks rajbala died morning ,LER
 delhi extensive tour constituency ,LER
 singapore lecture 14sep building bridges peace regional cooperation india east asian neighbours ,LER
 gwalior days parliamentary constituency ,LER
 sorry hear unfortunate demise tiger pataudi heartfelt condolences bereaved family ,LER
 private conversation ,LER
 correctly quoted ms mehbooba mufti ahmedabad yesterday ,LER
 army airforce ndrf doing rescue people country ,LER
 share pain people affected quake sorry lives lost ,LER
 ahmedabad 19th september sadbhavana upvas narendrabhai modi ,LER
 insensitive stubborn government totally apathetic public sufferings ,LER
 debated price rise parliament 12 occasions upa regime ,LER
 successful visit ,LER
 singapore ,LER
 sorry know tragic demise young son shri azharuddin mp god family strength bear loss ,LER
 good meeting prime minister singapore mr lee hsien loong ,LER
 public lecture today pm venue faculty law national university singapore ,LER
 colleagues ananth kumar balbir punj chandan mitra members parliament delegation ,LER
 going isas lecture building bridges peace regional cooperation india east asian neighbours 14th sep ,LER
 singapore 13 16 september ,LER
 best great onam ,LER
 wishing happy onam ,LER
 happy ganesh chaturthi ,LER
   ,LER
 eid mubarak ,LER
 true ,LER
 says government informed bjp prepared vote favour resolution ,LER
 heard arvind kejriwal television ,LER
 rules procedure relaxed solution ,LER
 extraordinary situation ,LER
   ,LER
   ,LER
 jai shri krishna janmashtmi ki shubhkamnayein ,LER
 lok sabha speech 17th aug pm statement ,LER
 vande matram happy independence day greetings ,LER
   ,LER
 day parliament function account repeated police atrocities delhi brutal killing farmers maharashtra ,LER
 responsible opposition party accountable people ,LER
 distorted reported decide functioning parliament ,LER
 answer today meet morning decide strategy day ,LER
 question asked shall bjp stall parliament till home minister resigned ,LER
 3rd brutal lathicharge yuva morcha workers 40 workers incl physically challenged suffered fractures ,LER
 second midnight crackdown baba ramdev supporters rajbala permanently disabled ,LER
 cited recent examples police atrocities like brutal lathi charge delhi bjp workers bjp worker lost eye ,LER
 let explain background demanded resignation home minister account repeated police atrocities citizens delhi ,LER
 news report hindu dated 11th aug quoting saying decide functioning parliament distorted report ,LER
 government suspended policemen ,LER
 persons killed including woman sarpanch child ,LER
 shocking visuals police firing farmers near pune ,LER
 raise issue police atrocities citizens parliament tomorrow ,LER
 people killed police firing include woman child ,LER
 maharshtra police fired farmers today ,LER
 recent past delhi police committed similar brutalities delhi bjp workers swami ramdev supporters ,LER
 fractures injuries ,LER
 40 bjp yuva morcha workers admitted ram manohar lohia hospital ,LER
 beg damage telangana cause committing suicides ,LER
   ,LER
 sodara sodareemanulara telangana kosam atma balidanalu vaddu telangana chudatanikaina brathakali brathakali ,LER
 plead people telangana particularly youth ,LER
 text speech lok sabha august 2011 telangana ,LER
 video speech lok sabha august 2011 telangana ,LER
 moved private members amend ipc make abduction kidnapping rape followed murder punishable death sentence ,LER
 attention motion separate telangana listed tomorrow 12 noon ,LER
 categoric position prime minister ambit lokpal ,LER
 opposed introduction prime minister kept purview lokpal ,LER
